chap_global,book_num,chapter_num,character,word,count_norm
13,1,13,suki,justice,0.0
13,1,13,toph,compassion,0.0
13,1,13,toph,conflict_doubt,0.0
13,1,13,toph,duty_honor,0.0
13,1,13,toph,identity,0.0
13,1,13,toph,justice,0.0
13,1,13,zhao,compassion,0.0
13,1,13,zhao,conflict_doubt,6.079027355623101
13,1,13,zhao,duty_honor,0.0
13,1,13,zhao,identity,3.0395136778115504
13,1,13,zhao,justice,0.0
13,1,13,zuko,compassion,15.625
13,1,13,zuko,conflict_doubt,0.0
13,1,13,zuko,duty_honor,15.625
13,1,13,zuko,identity,0.0
13,1,13,zuko,justice,0.0
14,1,14,aang,compassion,3.372681281618887
14,1,14,aang,conflict_doubt,6.745362563237774
14,1,14,aang,duty_honor,0.0
14,1,14,aang,identity,1.6863406408094435
14,1,14,aang,justice,6.745362563237774
14,1,14,azula,compassion,0.0
14,1,14,azula,conflict_doubt,0.0
14,1,14,azula,duty_honor,0.0
